codigo,nome,marca,linha,descricao_atual,descricao_proposta,diferenciais_propostos,beneficios_site,indicado_para,dados_tecnicos,qualidade_descricao,fonte_descricao,fonte_diferenciais,confianca_descricao,confianca_diferenciais,status_revisao,observacao
4019,Tópi Batedeira,tópi,FAZ DE CONTA,,A Tópi Batedeira é perfeita para tornar a brincadeira de cozinha ainda mais divertida.,,,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar histórias no universo do faz de conta.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Batedeira | ncm=9503.00.80 | cst=000 | dun=4789648414019-3 | produto_mm=117x88x130 | caixa=12un/1.32kg | peso=0.07kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-batedeira/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4020,Tópi Liquidificador,tópi,FAZ DE CONTA,,O Tópi Liquidificador é perfeito para deixar a brincadeira de faz de conta ainda mais completa.,,Estimula a criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve interação social | Ideal para complementar cozinhas infantis,Crianças a partir de 3 anos que adoram brincar de cozinha e criar momentos cheios de imaginação.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Liquidificador | ncm=9503.00.80 | cst=000 | dun=4789648414020-9 | produto_mm=75x92x137 | caixa=12un/1.476kg | peso=0.08kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-liquidificador/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4021,Tópi Fogãozinho,tópi,FAZ DE CONTA,,O Tópi Fogãozinho é perfeito para transformar qualquer momento em uma divertida brincadeira de faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve interação social | Ideal para complementar cozinhas infantis,Crianças a partir de 3 anos que adoram brincar de cozinhar e criar histórias no universo do faz de conta.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Fogãozinho | ncm=9503.00.80 | cst=000 | dun=2789648414021-2 | produto_mm=250x145x50 | caixa=6un/0.876kg | peso=0.105kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-fogaozinho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4022,Tópi Trator Escavadeira,tópi,RODA LIVRE,,O Tópi Trator Escavadeira é ideal para pequenos apaixonados por máquinas de construção.,,Estimula coordenação motora | Incentiva criatividade e imaginação | Estrutura resistente | Ideal para brincadeiras ao ar livre,Crianças a partir de 3 anos que gostam de veículos de construção e tratores.,material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 trator escavadeira | ncm=9503.00.80 | cst=000 | dun=2789648414022-9 | produto_mm=365x160x150 | caixa=6un/2.538kg | peso=0.315kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-trator-escavadeira/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4023,Tópi Trator Retroescavadeira,tópi,RODA LIVRE,,O Tópi Trator Retroescavadeira é ideal para pequenos apaixonados por máquinas de construção.,,Estimula coordenação motora | Incentiva criatividade e imaginação | Design resistente e durável | Ideal para brincadeiras ao ar livre,Crianças a partir de 3 anos que gostam de veículos de construção e tratores.,material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 trator retroescavadeira | ncm=9503.00.80 | cst=000 | dun=2789648414023-6 | produto_mm=416x160x196 | caixa=6un/2.958kg | peso=0.385kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-trator-retroescavadeira/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4024,Tópi Trator Agro,tópi,RODA LIVRE,,O Tópi Trator Agro é perfeito para crianças que adoram o universo do campo e das máquinas agrícolas.,,Estimula coordenação motora | Incentiva criatividade e imaginação | Design resistente e durável | Ideal para brincadeiras ao ar livre,Crianças a partir de 3 anos que gostam de tratores e brincadeiras com temática agrícola.,material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 trator agro | ncm=9503.00.80 | cst=000 | dun=2789648414024-3 | produto_mm=380x148x146 | caixa=6un/2.442kg | peso=0.3kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-trator-agro/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4025,Tópi Invictus Graneleiro,tópi,RODA LIVRE,,O Tópi Invictus Graneleiro é um caminhão robusto e cheio de personalidade para aventuras sobre rodas.,,Estimula coordenação motora | Incentiva criatividade e imaginação | Sistema roda livre para fácil movimentação | Design resistente e durável,Crianças a partir de 3 anos que gostam de caminhões e brincadeiras com veículos de grande porte.,material=Plástico | cor=Amarelo/Vermelho | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 caminhão graneleiro | ncm=9503.00.80 | cst=000 | dun=4789648414025-4 | produto_mm=430x110x120 | caixa=12un/4.98kg | peso=0.355kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-invictus-graneleiro/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4026,Tópi Cestinha Didática,tópi,PRIMEIRA INFÂNCIA,,A Tópi Cestinha Didática é perfeita para estimular o aprendizado na primeira infância de forma divertida e interativa.,,Estimula coordenação motora fina | Desenvolve percepção visual e espacial | Incentiva reconhecimento de formas | Brinquedo educativo e colorido,Crianças a partir de 18 meses que estão iniciando o processo de aprendizado por meio de brinquedos educativos.,"material=Plástico | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 cesta Formas Geométricas
4 formas geométricas | ncm=9503.00.80 | cst=000 | dun=5789648413044-3 | produto_mm=192x171x135 | caixa=6un/2.56kg | peso=0.285kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-cestinha-didatica/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4028,Tópi Combo Costruction,tópi,RODA LIVRE,,O Tópi Combo Costruction é o conjunto ideal para crianças que adoram veículos e aventuras sobre rodas.,,Estimula coordenação motora | Incentiva criatividade e imaginação | Conjunto completo com 5 carrinhos | Brincadeira dinâmica e interativa,Crianças a partir de 3 anos que gostam de caminhões e brincadeiras com múltiplos veículos.,"material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 caminhão cegonheiro
5 carrinhos | ncm=9503.00.80 | cst=000 | dun=1789648414028-4 | produto_mm=350x220x236 | caixa=4un/3.84kg | peso=0.73kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-combo-costruction-2/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4029,Tópi Invictus Super Cegonheiro,tópi,RODA LIVRE,,"O Tópi Invictus Super Cegonheiro é um caminhão robusto e imponente, perfeito para transportar e organizar seus 5 carrinhos inclusos.",,Estimula coordenação motora | Incentiva criatividade e imaginação | Inclui 5 carrinhos para brincadeira completa | Caminhão resistente e de grande porte,,"material=Plástico | cor=Amarelo/Vermelho | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 Caminhão 
5 Carros | ncm=9503.00.80 | cst=000 | dun=2789648414029-8 | produto_mm=490x120x170 | caixa=6un/4.41kg | peso=0.618kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-invictus-super-cegonheiro/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4030,Tópi Bolofante com Formas Geométricas,tópi,PRIMEIRA INFÂNCIA,,O Tópi Bolofante com Formas Geométricas é um brinquedo didático ideal para a primeira infância.,,Estimula coordenação motora | Auxilia no reconhecimento de formas geométricas | Incentiva o raciocínio lógico | Ideal para a primeira infância,Crianças a partir de 18 meses em fase de desenvolvimento motor e cognitivo.,"material=Plástico | cor=Azul | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Bolofante 
 4 formas geométricas | ncm=9503.00.80 | dun=27896484140304 | produto_mm=320x260x255 | peso=0.642kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-bolofante-com-formas-geometricas/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4031,Tópi Bololéo com Letras,tópi,PRIMEIRA INFÂNCIA,,O Tópi Bololéo com Letras é um brinquedo didático desenvolvido especialmente para a primeira infância.,,Estimula coordenação motora | Auxilia no reconhecimento das letras | Incentiva o raciocínio e percepção visual | Ideal para a primeira infância,Crianças a partir de 18 meses em fase inicial de desenvolvimento cognitivo e motor.,"material=Plástico | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Bololéo
 5 letras | ncm=9503.00.80 | dun=2789648414031-1 | produto_mm=300x225x255 | peso=0.642kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-bololeo-com-letras/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
4032,Tópi Bolpotamo com Numeros,tópi,PRIMEIRA INFÂNCIA,,O Tópi Bolpótamo com Números é um brinquedo didático ideal para a primeira infância.,,Estimula coordenação motora | Auxilia no reconhecimento dos números | Incentiva o raciocínio lógico | Ideal para a primeira infância,Crianças a partir de 18 meses em fase de desenvolvimento cognitivo e motor.,"material=Plástico | cor=Rosa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Bolopótamo
 5 números | ncm=9503.00.80 | dun=27896484140328 | produto_mm=300x225x255 | peso=0.642kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-bolpotamo-com-numeros/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
6005,Totokinha Bolinha Rosa Caixa Individual,playmi,PLAY&RIDE,A língua e os bracinhos se * 1 unidade +18 meses A cor mexem! da 316A x 498C x 283L embalagem individual,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha Bolinha 
2 Bolinhas
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=X | produto_mm=498x283x316 | caixa=1un/1.84kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
6006,Totokinha Bolinha Azul Caixa Individual,playmi,PLAY&RIDE,,,,,,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha Bolinha 
2 Bolinhas
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=X | produto_mm=498x283x316 | caixa=1un/1.84kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6007,Totoka Plus sem Eletrônico Rosa Caixa Individual,playmi,PLAY&RIDE,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totoka 
1 haste para empurrar
1 apoio de braço
1 par de apoio para os pés | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=495x250x348 | caixa=1un/2.49kg | peso=2.035kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6008,Totoka Plus sem Eletrônico Azul Caixa Individual,playmi,PLAY&RIDE,,,,,,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totoka 
1 haste para empurrar
1 apoio de braço
1 par de apoio para os pés | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=495x250x348 | caixa=1un/2.49kg | peso=2.035kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6009,Totoka Plus Baby Tractor Caixa Individual,playmi,PLAY&RIDE,Todas as referências desta página são sem eletrônico.,,,,,"material=Plástico | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Totoka 
1 haste para empurrar
1 apoio de braço
1 par de apoio para os pés | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=495x250x348 | caixa=1un/2.49kg | peso=2.035kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
6010,Totokinha Sport Rosa Caixa Individual,playmi,PLAY&RIDE,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha Sport
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=X | produto_mm=498x283x316 | caixa=1un/1.76kg | peso=1.24kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6011,Totokinha Sport Azul Caixa Individual,playmi,PLAY&RIDE,,,,,,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha Sport
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=X | produto_mm=498x283x316 | caixa=1un/1.76kg | peso=1.24kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6012,Totokinha Pocoyo com Boneco Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico/Vinil | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
1 cestinha
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6013,Totokinha Elly com Boneco Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico/Vinil | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
1 cestinha
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | dun=X | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6017,Totokinha Disney Ariel Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico/Vinil | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=x | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6018,Totokinha Marvel Spidey Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico | cor=Vermelho | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6019,Totokinha Galinha Pintadinha Mini Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico/Vinil | cor=Azul | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=X | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6020,Totokinha Bluey Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico | cor=Azul | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
6021,Totokinha Disney Princesas Caixa Individual,playmi,PLAY&COLLECT,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas | dun=x | produto_mm=510x283x316 | caixa=1un/1.86kg | peso=1.393kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
7001,Boliche,tópi,JOGOS,,O Boliche é um jogo clássico que garante diversão e interação entre as crianças.,,Desenvolve coordenação motora | Estimula concentração e precisão | Incentiva interação social | Ideal para brincadeiras em grupo,Crianças a partir de 3 anos que gostam de jogos dinâmicos e atividades em grupo.,"material=Plástico | cor=Colorido | genero=Unissex | idade=+ 3 Anos | conteudo_caixa=6 Pinos de boliche
2 bolas | ncm=9503.00.80 | cst=000 | dun=2789648417001-1 | produto_mm=210x210x270 | caixa=6un/2.3kg | peso=0.29kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/boliche-infantil/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7101,Elefante Musical Azul,tópi,PRIMEIRA INFÂNCIA,,O Elefante Musical Azul é um brinquedo didático eletrônico desenvolvido para estimular os sentidos e a coordenação na primeira infância.,,Estimula coordenação motora | Desenvolve percepção auditiva | Trabalha estímulo visual com luzes | Incentiva interação e curiosidade | Ideal para primeira infância,"Crianças + 12 meses que estão desenvolvendo percepção sensorial, coordenação e habilidades cognitivas iniciais por meio de brinquedos interativos.",material=Plástico | cor=Azul | genero=Menino | idade=+ 12 meses | conteudo_caixa=1 Elefante musical | ncm=9503.00.99 | dun=2789648417101-8 | produto_mm=220x45x160 | caixa=6un/2.1kg | peso=0.454kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/elefante-musical-azul/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7102,Elefante Musical Rosa,tópi,PRIMEIRA INFÂNCIA,,O Elefante Musical Rosa é um brinquedo eletrônico desenvolvido para estimular os sentidos e o aprendizado desde os primeiros anos.,,Estimula coordenação motora | Desenvolve percepção auditiva | Trabalha estímulo visual com luzes | Incentiva interação e descoberta | Ideal para primeira infância,"Crianças + 12 meses que estão desenvolvendo habilidades sensoriais, coordenação e interação por meio de brinquedos didáticos eletrônicos.",material=Plástico | cor=Rosa | genero=Menina | idade=+ 12 meses | conteudo_caixa=1 Elefante musical | ncm=9503.00.99 | dun=2789648417102-5 | produto_mm=220x45x160 | caixa=6un/2.1kg | peso=0.182kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/elefante-musical-rosa/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7103,Girafa Musical,tópi,PRIMEIRA INFÂNCIA,,"A Girafa Musical é um brinquedo didático eletrônico desenvolvido para estimular coordenação, percepção sensorial e interação ativa na primeira infância.",,Estimula coordenação motora | Desenvolve percepção auditiva | Trabalha estímulo visual com luzes | Incentiva interação e curiosidade | Ideal para primeira infância,"Crianças + 18 meses que estão desenvolvendo habilidades sensoriais, coordenação motora e interação por meio de brinquedos didáticos eletrônicos.",material=Plástico | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Girafa musical | ncm=9503.00.99 | dun=2789648417103-2 | produto_mm=165x55x420 | caixa=6un/3.648kg | peso=0.304kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/girafa-musical/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7104,Macaco Musical,tópi,PRIMEIRA INFÂNCIA,,O Macaco Musical é um brinquedo didático eletrônico desenvolvido para estimular os sentidos e a coordenação desde os primeiros anos.,,Estimula coordenação motora | Desenvolve percepção auditiva | Trabalha estímulo visual com luzes | Incentiva interação ativa | Ideal para primeira infância,"Crianças + 12 meses que estão desenvolvendo habilidades sensoriais, coordenação e percepção por meio de brinquedos didáticos eletrônicos.",material=Plástico | cor=Vermelho | genero=Unissex | idade=+ 12 meses | conteudo_caixa=1 macaco musical | ncm=9503.00.99 | dun=2789648417104-9 | produto_mm=180x50x150 | caixa=6un/2.172kg | peso=0.242kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/macaco-musical/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7105,Pocotó Musical Laranja,playmi,PLAY&LEARN,,"O Pocotó Musical Laranja combina movimento, música e aprendizado em uma única experiência para a primeira infância.",Acompanha 1 baqueta | Cauda gira | Com luz | Com som | Formas Geométricas,,Crianças a partir de 18 meses em fase de desenvolvimento motor e reconhecimento de sons e formas.,"material=Plástico | cor=Laranja | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Pocotó
5 formas temáticas | ncm=9503.00.99 | dun=2789648417105-6 | produto_mm=300x105x260 | caixa=6un/6.024kg | peso=0.511kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/pocoto-musical-laranja/,https://cardosotoys.com.br/playmi/produtos/pocoto-musical-laranja/,CONFIRMADO,CONFIRMADO,PENDENTE,
7106,Pocotó Musical Rosa,playmi,PLAY&LEARN,,"O Pocotó Musical Rosa foi desenvolvido para transformar o brincar em uma experiência completa de som, luz e aprendizado.",Com luz | Com som,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando sons e formas.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Pocotó
5 formas temáticas | ncm=9503.00.99 | dun=2789648417106-3 | produto_mm=300x105x260 | caixa=6un/6.024kg | peso=0.511kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/pocoto-musical-rosa/,https://cardosotoys.com.br/playmi/produtos/pocoto-musical-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
7107,Polvo Musical Azul,playmi,PLAY&LEARN,,"O Polvo Musical Azul foi desenvolvido para transformar o brincar em uma experiência cheia de ritmo, luz e estímulo sensorial.",Com luz | Com som | Luzes,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e descobrindo sons e estímulos visuais.,material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Polvo musical | ncm=9503.00.99 | dun=2789648417107-0 | produto_mm=270x235x155 | caixa=6un/5.19kg | peso=0.453kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/polvo-musical-azul/,https://cardosotoys.com.br/playmi/produtos/polvo-musical-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
7108,Polvo Musical Rosa,playmi,PLAY&LEARN,,O Polvo Musical Rosa foi desenvolvido para estimular os sentidos e transformar o brincar em uma experiência interativa.,Com luz | Com som | Luzes,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e descobrindo novos estímulos sonoros e visuais.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Polvo musical | ncm=9503.00.99 | dun=2789648417108-7 | produto_mm=270x235x155 | caixa=6un/5.19kg | peso=0.453kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/polvo-musical-rosa/,https://cardosotoys.com.br/playmi/produtos/polvo-musical-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
7109,Sapo Musical,playmi,PLAY&LEARN,Veja como a brincadeira acontece!,O Sapo Musical transforma o brincar em uma experiência rítmica e cheia de estímulos.,Acompanha 2 baquetas | Com luz | Com som | Pé retrátil,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando sons e estímulos musicais.,"material=Plástico | cor=Verde | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Sapo musical
2 baquetas | ncm=9503.00.99 | dun=2789648417109-4 | produto_mm=335x190x135 | caixa=6un/4.668kg | peso=0.349kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/sapo-musical/,https://cardosotoys.com.br/playmi/produtos/sapo-musical/,CONFIRMADO,CONFIRMADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
7110,Tucano Musical,tópi,PRIMEIRA INFÂNCIA,,O Tucano Musical é um brinquedo didático eletrônico criado para estimular os sentidos e incentivar o desenvolvimento motor na primeira infância.,,Estimula coordenação motora | Desenvolve percepção auditiva | Trabalha estímulo visual com luzes | Incentiva interação ativa | Ideal para primeira infância,"Crianças + 12 meses que estão desenvolvendo habilidades sensoriais, coordenação e percepção por meio de brinquedos didáticos eletrônicos.",material=Plástico | cor=Verde | genero=Unissex | idade=+ 12 meses | conteudo_caixa=1 Tucano musical | ncm=9503.00.99 | dun=2789648417110-0 | produto_mm=165x50x180 | caixa=6un/2.244kg | peso=0.189kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/tucano-musical/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7111,Mesinha de Atividades Musical,playmi,PLAY&LEARN,,A Mesinha de Atividades Musical foi desenvolvida para proporcionar múltiplos estímulos em uma única experiência de brincadeira.,Bolinhas com chocalho | Com som | Engrenagem que giram | Estimulam o aprendizado | Luzes | Tamanho ergonômico,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando sons e estímulos visuais.,"material=Plástico | cor=Azul | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Mesinha de atividades
3 bolinhas | ncm=9503.00.80 | dun=2789648417111-7 | produto_mm=420x320x245 | caixa=6un/8.004kg | peso=0.857kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/mesinha-de-atividades-musical/,https://cardosotoys.com.br/playmi/produtos/mesinha-de-atividades-musical/,CONFIRMADO,CONFIRMADO,PENDENTE,
7112,Carrinho Educativo Azul,playmi,PLAY&LEARN,,O Carrinho Educativo Azul foi desenvolvido para transformar o brincar em uma experiência completa de aprendizado e interação.,Bolinhas com chocalho | Com som | Formas Geométricas | Luzes | Porta-malas abre e fecha | Vem com martelo,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e iniciando o reconhecimento de formas e encaixes.,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Carrinho
4 formas geométricas
1 martelo 
1 bolinha | ncm=9503.00.80 | dun=2789648417112-4 | produto_mm=245x175x180 | caixa=6un/5.196kg | peso=0.449kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/carrinho-educativo-azul/,https://cardosotoys.com.br/playmi/produtos/carrinho-educativo-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
7113,Carrinho Educativo Rosa,playmi,PLAY&LEARN,,O Carrinho Educativo Rosa foi desenvolvido para unir diversão e desenvolvimento em uma única experiência.,Bolinhas com chocalho | Com luz | Com som | Formas Geométricas | Porta-malas abre e fecha | Vem com martelo,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e iniciando o reconhecimento de formas e encaixes.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Carrinho
4 formas geométricas
1 martelo 
1 bolinha | ncm=9503.00.80 | dun=2789648417113-1 | produto_mm=245x175x180 | caixa=6un/5.196kg | peso=0.449kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/carrinho-educativo-rosa/,https://cardosotoys.com.br/playmi/produtos/carrinho-educativo-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
7114,Carro de Bombeiro Musical,playmi,PLAY&LEARN,,O Carro de Bombeiro Musical foi desenvolvido para levar ação e aprendizado às primeiras brincadeiras.,"As luzes piscam | Com movimento divertido | Sons de chave, motor e buzina",,Crianças a partir de 12 meses que estão iniciando o desenvolvimento motor e explorando estímulos sonoros e visuais.,material=Plástico | cor=Vermelho | genero=Unissex | idade=+ 12 meses | conteudo_caixa=1 carrinho | ncm=9503.00.99 | dun=2789648417114-8 | produto_mm=165x100x110 | caixa=6un/2.112kg | peso=0.203kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/carro-de-bombeiro-musical/,https://cardosotoys.com.br/playmi/produtos/carro-de-bombeiro-musical/,CONFIRMADO,CONFIRMADO,PENDENTE,
